Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1134248,SHALOM DELI INC,SHALOM DELI INC,18305,Restaurant,Risk 1 (High),7 N WELLS ST ,CHICAGO,IL,60606,04/25/2012,Canvass,Out of Business,,41.88213629338787,-87.63368737606883,"(41.88213629338787, -87.63368737606883)"
1214387,ROBINSON'S #1 RIB,ROBINSON'S #1 RIB,32317,Restaurant,Risk 1 (High),225 S CANAL ST ,CHICAGO,IL,60606,04/25/2012,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CUTTING BOARDS WITH DEEP, DARK GROOVES MUST BE REPLACED. VERY RUSTY SHELVINGS IN COOLER FACING WEST MUST BE RE-SEALED/REPLACED. STOPPERS NEEDED AT THE 3-COMP SINK, MUST PROVIDE. 
 All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MISSING LIGHT COVER IN THE BASEMENT WALK-IN FREEZER, MUST PROVIDE. 
 Shielding to protect against broken glass falling into food shall be provided for all artificial lighting sources in preparation, service, and display facilities. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS OF WALK-IN FREEZER MUST BE FREE OF DEBRIS/CLUTTER. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.",41.878531278353606,-87.63942745962717,"(41.878531278353606, -87.63942745962717)"
1134247,HALSTED STREET DELI,HALSTED STREET DELI,2008473,Restaurant,Risk 1 (High),1 S FRANKLIN ST ,CHICAGO,IL,60606,04/25/2012,Canvass,Pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: ALL CLEAN KNIVES MUST BE STORED IN A CLEAN PLACE, NOT BETWEEN SIDES OF EQUIPMENT. 
  Containers and utensils shall be inverted, covered, or otherwise protected from contamination until used.  All single-service drinking straws and containers shall be discarded immediately after use. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CUTTING BOARDS WITH DEEP, DARK GROOVES MUST BE REPLACED. CAULKING ON BOTH SIDES OF THE SPLASHGUARDS ARE MISSING, MUST REPLACE. 
 All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ALL MILK CRATES USED FOR STORAGE RACKS MUST BE REPLACED WITH REGULAR SHELVINGS, FOR EASY ACCESS TO CLEANING/PEST MONITORING. 
 All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors.",41.88190275050587,-87.6351640597954,"(41.88190275050587, -87.6351640597954)"
1134244,GOLD COAST DOGS,GOLD COAST DOGS,32318,Restaurant,Risk 2 (Medium),225 S CANAL ST ,CHICAGO,IL,60606,04/24/2012,Canvass,Pass w/ Conditions,"43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: ALL ICE SCOOPS MUST BE STORED IN A CLEAN PLACE/CONTAINER. 
 Between uses and during storage ice dispensing utensils and ice receptacles shall be stored in a way that protects them from contamination. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DUSTY FAN GUARDS OF MOST COOLERS & ICE BUILD-UP ON A CONDENSER OF THE LEFT UPRIGHT COOLER MUST BE CLEANED & MAINTAINED. (INCLUDING THE BASEMENT COOLER). 
 All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE BASE OF THE 3-COMP SINK SPRAYER FAUCET IS LEAKING, MUST FIX. 
 Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: (7-38-005A) INADEQUATE FOOD PROTECTION. FOUND A SMALL METAL PAN OF THINLY SLICED BEEF IN UPRIGHT COOLER (FOR PHILLY CHEESESTEAK SANDWICHES), THAT WAS SITTING ON BLOODY LIQUID. INSTRUCTED TO REMOVE PRODUCT & ALWAYS STORE RAW MEATS ON A DRIP TRAY INSIDE PANS. 
 All food should be properly protected from contamination during storage, preparation, display, service, and transportation.",41.878531278353606,-87.63942745962717,"(41.878531278353606, -87.63942745962717)"
1134245,HAIFA CAFE,HAIFA CAFE,1513891,Restaurant,Risk 1 (High),19 N WELLS ST ,CHICAGO,IL,60606,04/24/2012,Canvass Re-Inspection,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORNER COVINGS ON THE WALL BY THE HANDSINK MUST BE REPLACED. 
 
 The walls and ceilings shall be in good repair and easily cleaned. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: COREECTED AT THIS VISIT | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED AT THIS TIME | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: CORRECTED AT THIS TIME | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CUTTING BOARDS WITH DEEP, DARK GROOVES MUST BE REPLACED. 
 All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.",41.88244896914912,-87.6336971750498,"(41.88244896914912, -87.6336971750498)"
1134243,NYC BAGEL DELI - WACKER,NYC BAGEL DELI,1970116,Restaurant,Risk 1 (High),300 S WACKER DR ,CHICAGO,IL,60606,04/24/2012,Complaint,Pass,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ALL MILK CRATES USED FOR DRY OR COLD STORAGE RACKS MUST BE REPLACED, FOR EASY CLEANING/PEST MONITORING. 
 All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS ALONG WALLBASES UNDER 3-COMP SINK, AROUND CORNERS AT FRONT PREP STATIONS & UNDER HEAVY EQUIPMENT MUST BE FREE OF FOOD/DEBRIS BUILD-UP. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: VERY RUSTY WALK-IN COOLER WIRE SHELVINGS MUST BE RE-SEALED/REPLACED. DOOR GASKET AT MIDDLE COOLER OF FRONT PREP AREA IS IN POOR REPAIR-MUST FIX. TEST STRIPS NEEDED FOR QUATS SANITIZER-MUST PROVIDE. 
 All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INTERIOR UPPER PANEL OF ICE MACHINE, AIR VENTS OF COOLER DISPLAY CASE, COMPRESSORS OF SMALL COOLERS MUST BE FREE OF DUST/DEBRIS. 
 All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.",41.87801092371806,-87.63705852233733,"(41.87801092371806, -87.63705852233733)"
1134236,CANDY SHOP,CANDY SHOP,2147041,Grocery Store,Risk 3 (Low),205 W WACKER DR ,CHICAGO,IL,60606,04/17/2012,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: ALL STOCK IN SMALL STORAGE ROOM MUST BE ELEVATED OFF THE FLOOR. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.",41.886707304096035,-87.63415039321221,"(41.886707304096035, -87.63415039321221)"
1134235,HAIFA CAFE,HAIFA CAFE,1513891,Restaurant,Risk 1 (High),19 N WELLS ST ,CHICAGO,IL,60606,04/17/2012,Canvass,Fail,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: (7-38-030) FOUND THE FRONT PREP AREA HANDSINK FULL OF PAPERS/CLUTTER & OBSTRUCTED AT THE FRONT BY A FAX MACHINE. INSTRUCTED TO REMOVE ALL CLUTTER/OBSTRUCTION ,FOR EASY ACCESS TO HANDWASHING. 
 Adequate and convenient toilet facilities shall be provided.  They should be properly designed, maintained, and accessible to employees at all times. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: (7-42-090) PREVIOUS MINOR VIOLATIONS FROM 1/27/11 VISIT NOT CORRECTED AT THIS TIME. (#32-CABINET DOORS UNDER SODA MACHINE IS DAMAGED; #34-FLOOR BASEBOARDS & DAMAGED FLOOR TILES THRU-OUT MUST BE FIXED; #42-ALL FOODHANDLERS MUST HAVE HAIR RESTRAINTS). 
 A separate and distinct offense shall be deemed to have been committed for each Minor violation that is not corrected upon re-inspection by the health authority. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CUTTING BOARDS WITH DEEP, DARK GROOVES MUST BE REPLACED. CABINET DOORS AT SODA MACHINE IS DAMAGED-MUST FIX. 
 All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS AROUND CORNERS, UNDER STORAGE SHELVINGS & PREP TABLES IN REAR MUST BE KEPT CLEAN. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: BASEBOARDS THRU-OUT REAR PREP/DISHWASHING AREA MUST BE PROVIDED. CORNER COVINGS ON THE WALL BY HANDSINK MUST BE REPLACED. OPENING ON THE BOTTOM OF A WALL BENEATH THE OVEN MUST BE SEALED.  
 The walls and ceilings shall be in good repair and easily cleaned. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: FOOD HANDLERS MUST HAVE HAIR RESTRAINTS. All employees shall be required to use effective hair restraints to confine hair.",41.88244896914912,-87.6336971750498,"(41.88244896914912, -87.6336971750498)"
1134237,SHRIJI CANDY STORE,SHRIJI CANDY STORE,2065268,Grocery Store,Risk 3 (Low),205 W WACKER DR ,CHICAGO,IL,60606,04/17/2012,Canvass,Out of Business,,41.886707304096035,-87.63415039321221,"(41.886707304096035, -87.63415039321221)"
1134217,THE FRANKLIN TAP,THE FRANKLIN TAP,1927165,Restaurant,Risk 1 (High),325 S STATE ST ,CHICAGO,IL,60606,03/29/2012,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INTERIOR FLOOR OF BAR COOLERS MUST BE KEPT CLEAN & FREE OF DEBRIS. 
 All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FRONT DOOR THRESHOLD IS BENT, MUST FIX. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: DUSTY FAN GUARDS OF WALK-IN COOLER MUST BE KEPT CLEAN. 
 The walls and ceilings shall be in good repair and easily cleaned.",41.8775764311815,-87.62751770941156,"(41.8775764311815, -87.62751770941156)"
1134214,SIXTY FIVE CHINESE RESTAURANT,SIXTY FIVE CHINESE RESTAURANT,64185,Restaurant,Risk 1 (High),201 W MADISON ST ,CHICAGO,IL,60606,03/28/2012,Suspected Food Poisoning,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: RUSTY WALK-IN COOLER SHELVES MUST BE RE-SEALED. 
 All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: POOR FLOOR GROUTING AT COOK'S LINE & DISHROOM AREA-MUST RE-GROUT. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: DUSTY VENT & FILTERS AT SMALL HOOD IN KITCHEN MUST BE CLEANED. 
 The walls and ceilings shall be in good repair and easily cleaned. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INTERIOR PANEL OF ICE MACHINE & SHELVES ABOVE THE 3-COMP. SINK MUST BE KEPT CLEAN. 
 All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.",41.88183546590967,-87.63389738860116,"(41.88183546590967, -87.63389738860116)"
680088,COSI,COSI,2,Restaurant,Risk 1 (High),230 W MONROE ST ,CHICAGO,IL,60606,03/21/2012,Canvass Re-Inspection,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED AT THIS TIME | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: CORRECTED AT THIS TIME | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED AT THIS TIME",41.88075715864721,-87.6347092983425,"(41.88075715864721, -87.6347092983425)"
1214553,7-ELEVEN,7-ELEVEN,1816846,Grocery Store,Risk 2 (Medium),180 N FRANKLIN ST ,CHICAGO,IL,60606,03/19/2012,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: THE COUNTERTOP TO THE LEFT OF THE SLURPY MACHINE & THE CABINET UNDER THE FRONT DUMPSINK MUST BE KEPT CLEAN. THE AIR VENTS AT THE 2-COLD DISPLAY CASES OF THE PRE-PACKAGED FOOD MUST BE FREE OF HEAVY DUST BUILD-UP. 
 All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS UNDER THE EQUIPMENT AT THE SOUTH WALL OF THE STORE MUST BE FREE OF DEBRIS. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE 3-COMP SINK IS VERY SLOW-DRAINING, MUST FIX/MAINTAIN. 
 Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.",41.885330374442276,-87.63554786221864,"(41.885330374442276, -87.63554786221864)"
1214552,POCKETS,POCKETS,1980249,Restaurant,Risk 1 (High),309 W LAKE ST ,CHICAGO,IL,60606,03/19/2012,Canvass,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CONDENSATION DRIPS ON COLD WATER LINE UNDER THE 3-COMP. SINK & THE LEAKY FAUCET AT SAME SINK, MUST BE ADDRESSED-TO PREVENT PEST HARBORAGE. 
 Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOLLOWING NEED CLEANING: INTERIOR FLOOR OF MOST COOLERS, ICE CHUTE OF SODA DISPENSER & CABINET BELOW. 
 All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS UNDER & BEHIND ALL EQUIPMENT MUST BE FREE OF DEBRIS, DIRT OR FOOD. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.",41.88562872984525,-87.63568349861019,"(41.88562872984525, -87.63568349861019)"
679663,COSI,COSI,2,Restaurant,Risk 1 (High),230 W MONROE ST ,CHICAGO,IL,60606,03/19/2012,Canvass,Pass w/ Conditions,"4. SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD  HANDLERS, UTENSILS, ETC - Comments: (7-38-005A)  FOUND INTERIOR WALLS, UPPER PANELS, ICE CHUTE, TUBINGS & OTHER ATTACHMENTS INSIDE THE ICE MACHINE, WITH PINKISH/SLIME & MILDEW/MOLDY-LIKE SUBSTANCES BUILDING-UP AT THESE AREAS. INSTRUCTED TO CLEAN/SANITIZE & MAINTAIN AT ALL TIMES. (UNIT TAGGED) 
 All food shall be protected from contamination and the elements, and so shall all food equipment, containers, utensils, food contact surfaces and devices, and vehicles. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: ALL CUTTING BOARDS  WITH DEEP/DARK GROOVES MUST BE REPLACED. 
 All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: ALL FOODS STORED IN COOLERS MUST HAVE DATES/LABELS & ANY PRE-PACKAGED FOOD IN 'TO-GO' CONTAINERS MUST BE PROPERLY LABELED. 
 All food not stored in the original container shall be stored in properly labeled containers. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: DUSTY VENTS AT BAKING OVEN & ON WALLS OUTSIDE OF THIS EQUIPMENT MUST BE CLEANED. ANY CEILING TILE MISSING MUST BE REPLACED AT REAR PREP AREA. 
 The walls and ceilings shall be in good repair and easily cleaned.",41.88075715864721,-87.6347092983425,"(41.88075715864721, -87.6347092983425)"
680095,7-ELEVEN,7-ELEVEN,1518758,,Risk 3 (Low),180 N FRANKLIN ST ,CHICAGO,IL,60606,03/19/2012,Canvass,Out of Business,,41.885330374442276,-87.63554786221864,"(41.885330374442276, -87.63554786221864)"
680093,POCKETS,POCKETS,1169380,Restaurant,Risk 1 (High),309 W LAKE ST ,CHICAGO,IL,60606,03/19/2012,Canvass,Out of Business,,41.88562872984525,-87.63568349861019,"(41.88562872984525, -87.63568349861019)"
671190,RIVERS,RIVERS,29177,Restaurant,Risk 1 (High),30 S WACKER DR ,CHICAGO,IL,60606,03/14/2012,Complaint,Pass w/ Conditions,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: ALL CUTTING BOARDS WITH DEEP, DARK GROOVES MUST BE REPLACED. GASKETS OF COOLERS AT 'TO GO' KITCHEN MUST BE REPLACED. 
 All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOLLOWING NEED CLEANING: REACH-IN COOLER SHELVES AT FRONT SERVING LINE; FAN GUARDS COMPRESSORS, CONDENSERS OF MOST COOLERS; INTERNAL FLOOR OF CABINETS 
; CURTAINS OF DISHMACHINE. All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DISHROOM FLOORS MUST BE KEPT DRY; FLOORS AROUND/BEHIND EQUIPMENT THRU-OUT PREMISES MUST BE KEPT CLEAN. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS UNDER DISHMACHINE DRAIN BOARD MUST BE MAINTAINED. 
 The walls and ceilings shall be in good repair and easily cleaned. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FAUCET KNOBS OF BAR DUMP SINKS ARE LOOSE/MISSING, MUST FIX/REPLACE. 
 Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. | 2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: (7-38-005A)  FOUND THE FRONT PREP COOLER (BY THE BAR), WITH AN AIR TEMPERATURE OF 
 50.3-63.7F. INSTRUCTED TO MAINTAIN COLD UNITS AT 40F OR BELOW. THE UNIT IS EMPTIED OUT AT NIGHT & USED AT OR FILLED-UP AT AROUND 9 AM. (UNIT TAGGED) 
 All food establishments that display, prepare, or store potentially hazardous food shall have adequate refrigerated food storage facilities. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ANY UNUSED EQUIPMENT IN KITCHEN MUST BE REMOVED, TO PREVENT PEST HARBORAGE. 
 All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors.",41.88140721163485,-87.63715509324663,"(41.88140721163485, -87.63715509324663)"
588277,7-ELEVEN #32889B,7-ELEVEN,2137190,Grocery Store,Risk 1 (High),48 N WELLS ST ,CHICAGO,IL,60606,03/01/2012,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN AND MAINTAIN FLOORS IN MOP SINK AREA, UNDER/AROUND ALL HEAVY EQUIPMENT AND IN THE BASEMENT THROUGH OUT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST COVER INSULATION IN LIQUOR STORAGE AREA IN THE BASEMENT. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST PROVIDE LIGHT SHEILDS TO LIGHTS IN THE MOP SINK AND IN THE BASEMENT AREA AS NEEDED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST REMOVE ALL UNUSED EQUIPMENT AND CLUTTER FROM BASEMENT AND SECOND FLOOR AND ORGANIZE AREAS.",41.883131775767836,-87.63400723959279,"(41.883131775767836, -87.63400723959279)"
588276,7-ELEVEN #32889B,7-ELEVEN,2137189,Grocery Store,Risk 1 (High),48 N WELLS ST ,CHICAGO,IL,60606,03/01/2012,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN AND MAINTAIN FLOORS IN MOP SINK AREA, UNDER/AROUND ALL HEAVY EQUIPMENT, AND IN THE BASEMENT THROUGH OUT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST COVER INSULATION IN LIQUOR STORAGE AREA IN THE BASEMENT. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PROVIDE LIGHT SHEILDS TO LIGHTS IN THE MOP SINK AREA AND IN THE BASEMENT AREA AS NEEDED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST REMOVE ALL UNUSED EQUIPMENT AND CLUTTER FROM BASEMENT AND SECOND FLOOR AND ORGANIZE AREAS.",41.883131775767836,-87.63400723959279,"(41.883131775767836, -87.63400723959279)"
670803,SUBWAY 7709,SUBWAY,1544951,Restaurant,Risk 1 (High),177 N WELLS ST ,CHICAGO,IL,60606,02/27/2012,Complaint,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR OF WALK-IN COOLER ALONG WALLS, MUST BE FREE OF FOOD DEBRIS, SPILLS OR DIRT. 
 The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED SOME ICE BUILD-UP ON THE BOTTON RIGHT CONDENSER OF THE FRONT COOLER-MUST CLEAN & MAINTAIN. 
 All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.",41.88525719405359,-87.63376979601067,"(41.88525719405359, -87.63376979601067)"
