1,"平成22年国勢調査人口等基本集計（総務省統計局）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
124,"01","23100","1","danjo.0001","1","　男",1116211,10187,10022,10045,9881,9419,9275,9727,9454,9963,10068,10000,10146,10131,9828,9737,9990,9947,9870,10857,11610,11646,11903,12844,13573,14309,14777,15393,15226,14957,14997,15096,15555,15950,16558,17272,18123,18902,19410,18965,18876,18480,18301,17976,17639,13463,16842,15529,15074,14694,13853,13662,13483,13219,12336,12978,13100,12769,13589,14241,15050,16418,18508,18854,16844,10839,12135,14363,13571,13816,13278,11990,10377,10525,10633,10391,9758,9200,8262,7889,7157,6139,5677,5114,4706,3923,3289,2608,1929,1500,1230,1061,698,562,492,392,253,204,136,97,47,30,19,8,4,3,1,1,1,-,-,-,20512,42.4744145062,41.8130976449,49554,48487,49842,52274,64275,75350,80431,94276,85859,75992,65678,68749,81463,67163,53916,42266,25559,10556,3205,737,64,3,-,147883,744347,203469,82390,14565,67,13.4966811141,67.9335291900,18.5697896959,7.5194008574,1.3292884268,0.0061148180
125,"01","23100","1","danjo.0002","1","　女",1147683,9590,9597,9525,9408,9133,8958,9364,9125,9178,9542,9514,9554,9798,9867,9606,9666,9738,9700,10623,11411,11751,11947,12515,13167,13222,13944,14362,14387,14218,14168,14668,15103,15431,16011,16443,17310,17833,18859,18582,18439,17601,17275,17004,16263,12819,16036,15015,14771,13801,13572,13395,13100,12768,11911,12115,12344,12486,13138,13755,14569,16176,18703,19282,17208,11025,12530,15072,14311,15207,14843,13736,11852,12261,13063,12765,12193,11598,11059,10420,9987,9026,8533,7910,7315,6790,6266,5241,4733,4125,3577,3327,2267,1919,1641,1344,956,786,603,415,293,190,108,67,40,13,10,7,9,2,-,-,17884,45.0223442400,44.1169748030,47253,46167,48339,51138,62602,71079,77656,91023,80962,73195,63289,66292,82394,71963,63677,55257,39574,23942,10498,3053,418,28,-,141759,719630,268410,132770,37939,446,12.5472761084,63.6954006863,23.7573232053,11.7516478595,3.3580309418,0.0394760484
126,"01","24000","a","danjo.0000","0","三重県",1854724,15083,15378,15798,15882,16149,15716,16753,16995,17448,17778,17745,17956,18252,18145,18096,18353,19175,18455,17054,15441,15937,16459,17327,17916,18396,18745,19717,19663,19705,20105,20840,21483,22711,23538,24842,26318,27734,28493,27881,26883,26130,25558,25676,25021,19058,25351,23896,23551,22472,21965,22058,22749,22198,21274,22359,23229,23029,24850,25809,27202,29743,32975,33817,30624,18510,20900,26488,24935,25006,24497,22954,18786,20301,20920,21316,19730,19038,18547,17722,17004,16192,14907,13928,12916,12281,10469,8451,7360,6202,5306,4761,3582,2919,2431,2077,1478,1235,882,600,377,240,176,95,51,20,13,6,2,1,1,-,12172,45.4162938142,45.9265117747,78290,84690,90194,88478,86035,97935,113414,137309,121443,117235,110638,124119,145669,121826,104277,92041,70224,37788,15770,4572,582,23,-,253174,1142275,447103,221000,58735,605,13.7403991855,61.9941798115,24.2654210030,11.9942340840,3.1876983662,0.0328348942
127,"01","24000","a","danjo.0001","1","　男",903398,7714,7795,7988,8164,8133,8012,8514,8787,8939,9130,9052,9273,9263,9384,9343,9384,9885,9627,8782,7678,7879,8094,8725,9158,9409,9568,10250,10040,10114,10379,10614,11126,11556,12009,12770,13336,14105,14583,14185,13784,13313,12807,12853,12703,9582,12653,12144,11771,11079,10903,10965,11248,10943,10413,10973,11542,11365,12128,12611,13324,14564,16123,16472,15048,9074,10150,12681,12046,12135,11606,10770,8918,9495,9798,9731,8790,8513,8121,7756,7469,6966,6230,5642,5014,4673,3768,2691,1975,1573,1219,1132,861,662,520,409,249,229,163,87,60,30,34,10,5,3,1,-,1,-,-,-,8080,43.8312096931,43.9568605841,39794,43382,46315,45356,43265,50351,58075,69993,61258,58550,54542,60970,71281,58618,48712,40649,28525,11226,3584,788,82,2,-,129491,573641,192186,84856,15682,84,14.4631293015,64.0712015172,21.4656691812,9.4777498051,1.7515564302,0.0093821413
128,"01","24000","a","danjo.0002","1","　女",951326,7369,7583,7810,7718,8016,7704,8239,8208,8509,8648,8693,8683,8989,8761,8753,8969,9290,8828,8272,7763,8058,8365,8602,8758,8987,9177,9467,9623,9591,9726,10226,10357,11155,11529,12072,12982,13629,13910,13696,13099,12817,12751,12823,12318,9476,12698,11752,11780,11393,11062,11093,11501,11255,10861,11386,11687,11664,12722,13198,13878,15179,16852,17345,15576,9436,10750,13807,12889,12871,12891,12184,9868,10806,11122,11585,10940,10525,10426,9966,9535,9226,8677,8286,7902,7608,6701,5760,5385,4629,4087,3629,2721,2257,1911,1668,1229,1006,719,513,317,210,142,85,46,17,12,6,1,1,1,-,4092,46.9145026467,47.7782682513,38496,41308,43879,43122,42770,47584,55339,67316,60185,58685,56096,63149,74388,63208,55565,51392,41699,26562,12186,3784,500,21,-,123683,568634,254917,136144,43053,521,13.0572804608,60.0309955090,26.9117240302,14.3727948955,4.5451282365,0.0550022487
129,"01","25000","a","danjo.0000","0","滋賀県",1410777,13194,13150,13672,13727,13506,13493,14006,14220,14530,14615,14588,14718,14583,14433,14318,14445,14531,14055,14607,15135,15947,16151,16330,15652,15364,15663,16332,16527,16206,16830,17740,17994,19239,19534,20268,21355,22272,22610,22436,21454,20458,19912,19249,19214,14774,18749,17450,17241,16963,16273,16378,16941,16579,15728,16635,17222,16760,18126,19019,20268,21737,24316,23559,21770,13585,14223,17677,17277,17185,16296,14494,11778,12799,13349,13421,12022,11831,11378,11432,10784,9884,9356,9009,8218,7523,6656,5656,4795,3942,3523,3400,2321,1982,1740,1408,1028,775,532,399,263,176,112,69,39,20,10,1,4,-,1,-,13653,43.1161457394,42.4551924775,67249,70864,72640,72773,79444,81558,94775,110127,93607,86676,82261,91395,104967,82658,65841,57447,43990,24572,10851,2997,416,16,-,210753,897583,288788,140289,38852,432,15.0847741503,64.2450491152,20.6701767345,10.0412704957,2.7808555289,0.0309206627
130,"01","25000","a","danjo.0001","1","　男",696769,6730,6678,7107,6974,7093,6974,7235,7211,7554,7532,7458,7560,7527,7510,7353,7396,7403,7137,7722,8026,8486,8608,8869,8234,7954,8041,8359,8447,8186,8582,9049,9080,9577,9812,10206,10757,11309,11529,11501,10867,10387,9977,9722,9687,7361,9460,8708,8559,8480,8022,8084,8296,8281,7783,8160,8746,8275,8974,9482,10120,10825,12072,11704,10774,6789,6940,8577,8543,8526,8099,7060,5642,6108,6240,6286,5513,5326,5059,5054,4687,4203,3940,3642,3203,2894,2296,1866,1261,957,833,802,535,399,345,286,193,145,82,56,35,19,14,7,4,3,2,-,-,-,-,-,8726,41.6652309521,41.0001503458,34582,36506,37408,37684,42151,41615,47724,55963,47134,43229,40604,45597,52164,40685,31336,25639,17882,7213,2367,511,47,2,-,108496,453865,125682,53661,10140,49,15.7687818930,65.9646272108,18.2665908962,7.7990765112,1.4737451002,0.0071216479
131,"01","25000","a","danjo.0002","1","　女",714008,6464,6472,6565,6753,6413,6519,6771,7009,6976,7083,7130,7158,7056,6923,6965,7049,7128,6918,6885,7109,7461,7543,7461,7418,7410,7622,7973,8080,8020,8248,8691,8914,9662,9722,10062,10598,10963,11081,10935,10587,10071,9935,9527,9527,7413,9289,8742,8682,8483,8251,8294,8645,8298,7945,8475,8476,8485,9152,9537,10148,10912,12244,11855,10996,6796,7283,9100,8734,8659,8197,7434,6136,6691,7109,7135,6509,6505,6319,6378,6097,5681,5416,5367,5015,4629,4360,3790,3534,2985,2690,2598,1786,1583,1395,1122,835,630,450,343,228,157,98,62,35,17,8,1,4,-,1,-,4927,44.5240127715,43.9667786292,32667,34358,35232,35089,37293,39943,47051,54164,46473,43447,41657,45798,52803,41973,34505,31808,26108,17359,8484,2486,369,14,-,102257,443718,163106,86628,28712,383,14.4210604994,62.5764898509,23.0024496496,12.2169399547,4.0491847899,0.0540135753
132,"01","26000","a","danjo.0000","0","京都府",2636092,20576,20744,21301,21356,21585,21336,21525,22598,22726,23148,23402,23731,23641,23454,23321,23896,23960,23672,27654,31598,33433,33449,31941,30089,29241,29097,30155,30009,29342,29522,31155,31525,33626,34223,36352,37849,40371,41173,40412,38845,37732,36772,35503,34953,27982,34780,31993,30938,29997,28457,29092,29323,28352,27140,28459,29769,29768,31808,34277,37809,42228,49411,49492,46983,28205,28895,37639,36238,37599,36282,30728,25862,27951,28945,29375,26329,25121,24096,23566,21684,19493,18958,17484,16200,14914,12957,11008,9503,8477,7062,6504,4628,4028,3384,2864,2220,1695,1340,897,646,457,265,186,97,69,33,17,6,4,1,2,42127,44.8497344798,44.5356836538,105562,111333,117549,130780,158153,148125,166881,198650,172942,156165,142366,163431,216319,176653,142861,120796,87049,49007,21408,6798,1074,61,2,334444,1653812,605709,286195,78350,1137,12.8931577720,63.7561416596,23.3507005684,11.0331095447,3.0204725199,0.0438325112
133,"01","26000","a","danjo.0001","1","　男",1265387,10558,10685,10800,10926,11098,10934,10894,11570,11644,11781,11987,12089,11993,12067,11898,12194,12314,12147,14144,16040,17114,16972,16468,15471,14829,14445,14719,14836,14400,14496,15398,15594,16669,16902,18005,18694,19984,20340,19959,19257,18721,18111,17467,17081,13778,16954,15626,15033,14833,13752,14368,14305,13894,13213,13764,14370,14341,15144,16351,18018,20270,23650,23567,22340,13398,13709,17979,17234,17775,17034,14448,12096,12871,13455,13245,12028,11087,10482,10204,9178,7968,7676,6835,6139,5441,4452,3475,2628,2137,1632,1470,1071,901,708,564,449,292,217,136,73,61,35,26,14,7,-,3,2,-,-,1,23485,43.2090124664,42.6757886300,54067,56823,60034,66839,80854,72896,82568,98234,85158,76198,69544,78224,103225,83731,66115,52979,34059,14324,4714,1167,143,5,1,170924,813740,257238,107392,20354,149,13.7630827553,65.5236886646,20.7132285800,8.6473811943,1.6389376940,0.0119977261
134,"01","26000","a","danjo.0002","1","　女",1370705,10018,10059,10501,10430,10487,10402,10631,11028,11082,11367,11415,11642,11648,11387,11423,11702,11646,11525,13510,15558,16319,16477,15473,14618,14412,14652,15436,15173,14942,15026,15757,15931,16957,17321,18347,19155,20387,20833,20453,19588,19011,18661,18036,17872,14204,17826,16367,15905,15164,14705,14724,15018,14458,13927,14695,15399,15427,16664,17926,19791,21958,25761,25925,24643,14807,15186,19660,19004,19824,19248,16280,13766,15080,15490,16130,14301,14034,13614,13362,12506,11525,11282,10649,10061,9473,8505,7533,6875,6340,5430,5034,3557,3127,2676,2300,1771,1403,1123,761,573,396,230,160,83,62,33,14,4,4,1,1,18642,46.3567766443,46.3484755911,51495,54510,57515,63941,77299,75229,84313,100416,87784,79967,72822,85207,113094,92922,76746,67817,52990,34683,16694,5631,931,56,1,163520,840072,348471,178803,57996,988,12.0941109993,62.1326077261,25.7732812746,13.2244577361,4.2894450924,0.0730735180
135,"01","26100","1","danjo.0000","0","京都市",1474015,11038,10933,11034,10892,11102,10838,10874,11539,11362,11644,11913,12042,11927,11979,11973,12195,12072,11891,15743,19932,21652,22316,21193,19273,18477,18156,18534,18309,17902,17539,18336,18332,19338,19482,20493,21204,22314,22815,22511,21592,21141,20803,20113,19707,16065,19859,18123,17439,16643,15615,16016,15891,15341,14552,15046,15557,15609,16808,17770,19950,22350,26315,26257,25463,15166,15094,19910,19599,20376,19969,16922,14180,15334,16047,16307,14827,14034,13382,13028,11716,10537,10332,9406,8710,7957,6987,5999,5224,4583,3782,3493,2486,2121,1781,1500,1209,939,748,494,361,270,143,113,61,49,20,8,5,3,1,-,37678,44.6286870700,43.6810016745,54999,56257,59834,71833,102911,90440,95981,110436,97829,87679,76846,85694,115551,94948,78790,66987,46942,26575,11381,3751,636,37,-,171090,935200,330047,156309,42380,673,11.9115500053,65.1100681804,22.9783818143,10.8824739598,2.9505610452,0.0468552993
136,"01","26100","1","danjo.0001","1","　男",701088,5688,5625,5560,5584,5757,5550,5442,5869,5806,5966,6098,6163,5946,6154,6091,6179,6194,6051,7758,9747,10669,11108,10784,9848,9246,8870,8813,8914,8678,8525,8929,8921,9503,9520,10086,10409,10929,11127,11030,10637,10450,10084,9809,9575,7876,9585,8852,8424,8103,7486,7841,7768,7540,7093,7227,7486,7540,7958,8439,9477,10790,12551,12463,12074,7133,6994,9305,9079,9458,9118,7788,6507,6827,7284,7137,6670,6103,5755,5525,4832,4181,4046,3561,3156,2795,2366,1883,1468,1127,825,790,553,472,376,293,245,161,124,78,35,38,20,14,10,4,-,2,2,-,-,-,20683,42.9512532977,41.9895378818,28214,28633,30452,35929,51655,43800,46959,54132,47794,42450,37469,40900,55011,43954,35543,28885,17739,7669,2484,643,86,4,-,87299,456099,137007,57510,10886,90,12.8304465723,67.0334580140,20.1360954138,8.4523188395,1.5999294538,0.0132274160
137,"01","26100","1","danjo.0002","1","　女",772927,5350,5308,5474,5308,5345,5288,5432,5670,5556,5678,5815,5879,5981,5825,5882,6016,5878,5840,7985,10185,10983,11208,10409,9425,9231,9286,9721,9395,9224,9014,9407,9411,9835,9962,10407,10795,11385,11688,11481,10955,10691,10719,10304,10132,8189,10274,9271,9015,8540,8129,8175,8123,7801,7459,7819,8071,8069,8850,9331,10473,11560,13764,13794,13389,8033,8100,10605,10520,10918,10851,9134,7673,8507,8763,9170,8157,7931,7627,7503,6884,6356,6286,5845,5554,5162,4621,4116,3756,3456,2957,2703,1933,1649,1405,1207,964,778,624,416,326,232,123,99,51,45,20,6,3,3,1,-,16995,46.1385243646,45.4880280319,26785,27624,29382,35904,51256,46640,49022,56304,50035,45229,39377,44794,60540,50994,43247,38102,29203,18906,8897,3108,550,33,-,83791,479101,193040,98799,31494,583,11.0844626236,63.3788488912,25.5366884852,13.0698263865,4.1662477577,0.0771233391
138,"01","27000","a","danjo.0000","0","大阪府",8865245,72870,72047,73886,73439,72661,72527,75630,77032,79777,81397,82531,83732,83807,82497,81367,82136,81091,78895,85055,89753,90576,91848,94066,95539,97877,100690,103621,104735,103672,104659,108952,110205,117333,120331,127042,134872,145425,149509,148041,145339,142450,138644,134807,130357,102432,125794,114935,110218,105592,99525,98846,98186,94497,89591,94770,97706,100031,108233,115603,127643,137648,159754,159599,155000,94947,104863,129671,124301,132683,130620,111867,95772,99660,101085,99119,89949,80311,77493,72005,64811,57679,54303,49158,44037,40883,33814,29059,25606,22059,18583,17050,11605,10174,8718,7334,5282,4135,3081,2168,1445,922,610,337,220,123,64,42,23,15,3,6,89227,44.3026912661,43.7337235438,364903,386363,413934,416930,469906,517377,583863,723186,648690,556064,475890,549216,706948,622138,507503,384569,246060,129121,54881,16111,2212,147,6,1165200,5648070,1962748,833107,202478,2365,13.2770921846,64.3580038236,22.3649039918,9.4929955704,2.3071739370,0.0269484406
139,"01","27000","a","danjo.0001","1","　男",4285566,37157,36714,38024,37239,37206,37235,38510,39407,40986,41707,42246,42734,42753,42270,41816,42181,41440,40137,43389,45756,45912,46394,46865,47460,48423,49964,51366,51411,50477,51361,53742,54118,57666,58995,62191,66769,71602,73691,73403,72352,70489,69035,66463,64354,50727,62513,56776,54384,52175,49451,49275,48435,46413,43657,46421,48000,49125,52576,56196,61997,67115,77388,76588,74821,45897,50340,61289,59132,62922,62134,53070,45161,47204,47165,45557,41320,35780,34077,30984,27388,23581,21585,19112,16598,14684,11368,9192,7355,5837,4650,3985,2485,2099,1714,1372,936,689,521,341,216,110,76,23,30,10,7,7,1,-,-,-,50119,42.9752955237,42.5285722883,186340,197845,211819,212903,235054,254579,286712,357817,321068,275299,234201,267894,341809,295817,238157,169549,95560,38402,11655,2703,249,15,-,596004,2787336,852107,318133,53024,264,14.0718087135,65.8097244518,20.1184668348,7.5112024776,1.2519103651,0.0062331083
140,"01","27000","a","danjo.0002","1","　女",4579679,35713,35333,35862,36200,35455,35292,37120,37625,38791,39690,40285,40998,41054,40227,39551,39955,39651,38758,41666,43997,44664,45454,47201,48079,49454,50726,52255,53324,53195,53298,55210,56087,59667,61336,64851,68103,73823,75818,74638,72987,71961,69609,68344,66003,51705,63281,58159,55834,53417,50074,49571,49751,48084,45934,48349,49706,50906,55657,59407,65646,70533,82366,83011,80179,49050,54523,68382,65169,69761,68486,58797,50611,52456,53920,53562,48629,44531,43416,41021,37423,34098,32718,30046,27439,26199,22446,19867,18251,16222,13933,13065,9120,8075,7004,5962,4346,3446,2560,1827,1229,812,534,314,190,113,57,35,22,15,3,6,39108,45.5408867079,45.1464973689,178563,188518,202115,204027,234852,262798,297151,365369,327622,280765,241689,281322,365139,326321,269346,215020,150500,90719,43226,13408,1963,132,6,569196,2860734,1110641,514974,149454,2101,12.5357801915,63.0038380635,24.4603817449,11.3416132024,3.2915243479,0.0462717134
141,"01","27100","1","danjo.0000","0","大阪市",2665314,21943,20984,21049,20324,19130,18905,19523,19828,20452,20813,20613,21182,21359,21047,20941,21453,21168,20670,22779,25077,25550,27118,29966,32679,34718,36425,37810,38424,37865,37248,38247,37892,39246,39373,40090,41956,44647,45159,43928,43095,42144,41289,40324,38666,31339,37519,34857,33361,32241,30653,30499,30043,28755,27280,28363,29155,29511,31994,34226,37277,40436,45711,45666,43780,26760,29211,36039,35016,37476,37491,32361,28316,29840,31249,30843,28708,25909,25221,23453,21263,18960,18039,16176,14661,13355,11073,9646,8438,7236,5951,5480,3734,3181,2658,2224,1602,1243,963,650,451,276,186,97,70,35,23,13,7,7,2,2,23954,44.7542527334,43.6788134278,103430,99521,105142,111147,150031,187772,194848,218785,193762,168631,144940,162163,202353,175233,152609,124554,81191,42344,17277,4909,664,52,2,308093,1734432,598835,270993,65248,718,11.6641805736,65.6643547264,22.6714647000,10.2596011146,2.4702426023,0.0271829664
142,"01","27100","1","danjo.0001","1","　男",1293798,11156,10802,10757,10396,9838,9738,9931,9989,10571,10652,10471,10785,10885,10886,10722,10920,10774,10526,11455,12369,12617,13196,14294,15825,16754,17815,18722,18791,18384,18563,18884,18727,19423,19372,19750,21063,22112,22515,22023,21664,20947,20688,19996,19180,15779,18854,17353,16500,16215,15491,15531,15129,14520,13635,14371,14830,15259,16305,17697,19297,20884,23497,23130,22052,13440,14414,17577,16949,17886,17939,15149,13032,13731,14131,13715,12841,11166,10869,9815,8713,7408,7026,6100,5355,4588,3614,3010,2404,1925,1509,1267,819,692,528,411,284,211,172,106,75,35,23,6,14,2,3,1,-,-,-,-,13586,43.4967255423,42.7178435687,52949,50881,53749,56044,72686,92275,96156,109377,96590,84413,73186,83388,103003,84765,69758,53404,30477,12462,3717,848,80,4,-,157579,867118,255515,100992,17111,84,12.3088207266,67.7323755753,19.9588036981,7.8886934351,1.3365755047,0.0065614133
143,"01","27100","1","danjo.0002","1","　女",1371516,10787,10182,10292,9928,9292,9167,9592,9839,9881,10161,10142,10397,10474,10161,10219,10533,10394,10144,11324,12708,12933,13922,15672,16854,17964,18610,19088,19633,19481,18685,19363,19165,19823,20001,20340,20893,22535,22644,21905,21431,21197,20601,20328,19486,15560,18665,17504,16861,16026,15162,14968,14914,14235,13645,13992,14325,14252,15689,16529,17980,19552,22214,22536,21728,13320,14797,18462,18067,19590,19552,17212,15284,16109,17118,17128,15867,14743,14352,13638,12550,11552,11013,10076,9306,8767,7459,6636,6034,5311,4442,4213,2915,2489,2130,1813,1318,1032,791,544,376,241,163,91,56,33,20,12,7,7,2,2,10368,45.9370053808,44.7971079692,50481,48640,51393,55103,77345,95497,98692,109408,97172,84218,71754,78775,99350,90468,82851,71150,50714,29882,13560,4061,584,48,2,150514,867314,343320,170001,48137,634,11.0578717377,63.7193016483,25.2228266140,12.4895308960,3.5365000720,0.0465783295
144,"01","27140","1","danjo.0000","0","堺市",841966,7534,7300,7516,7820,7653,7522,7887,7959,8063,8250,8112,8113,8127,8063,7831,7941,7748,7442,7790,7835,7914,7902,8024,8091,8603,8551,8989,9371,9224,9516,10017,10192,11309,11739,12750,13491,14616,14699,14558,14123,13559,13267,12855,12199,9221,11660,10689,10193,9630,8946,8891,8802,8553,8273,8794,9311,9547,10262,11105,12451,13560,16118,16155,15368,9480,10334,13098,12261,13343,12908,11127,9213,9640,9644,9148,8644,7570,7256,6633,6012,5419,5181,4560,4196,3864,3163,2860,2396,2063,1790,1619,1095,954,829,680,502,439,305,214,126,81,70,32,27,13,3,4,-,-,-,2,3574,44.2874979723,43.7648167883,37823,39681,40246,38756,40534,45651,56007,71487,61101,51118,43313,52676,70681,61944,48772,36115,23220,12272,5177,1586,223,7,2,117750,531324,189318,78602,19267,232,14.0447427933,63.3741734177,22.5810837890,9.3753280089,2.2980896764,0.0276720198
145,"01","27140","1","danjo.0001","1","　男",404756,3885,3692,3944,3943,3941,3808,4091,4127,4103,4194,4169,4095,4166,4027,4034,4069,3908,3764,3892,4049,4094,4054,4063,4134,4380,4239,4411,4599,4539,4628,4905,4990,5467,5662,6187,6679,7279,7342,7318,7066,6835,6611,6307,5971,4548,5770,5354,5024,4639,4430,4395,4239,4091,4030,4164,4510,4560,4877,5179,5843,6251,7567,7544,7249,4495,4952,6163,5872,6297,6083,5259,4346,4590,4548,4276,4003,3352,3176,2895,2552,2169,2050,1790,1580,1383,1036,902,699,515,434,388,237,190,171,120,73,60,53,23,21,13,6,3,3,-,-,-,-,-,-,-,2053,42.8462924289,42.3121135247,19405,20323,20491,19682,20725,22416,27211,35684,30272,25217,20919,24969,33106,29367,23019,15978,8972,3586,1106,230,25,-,-,60219,260201,82283,29897,4947,25,14.9537003698,64.6136234396,20.4326761906,7.4240817675,1.2284487575,0.0062080491
146,"01","27140","1","danjo.0002","1","　女",437210,3649,3608,3572,3877,3712,3714,3796,3832,3960,4056,3943,4018,3961,4036,3797,3872,3840,3678,3898,3786,3820,3848,3961,3957,4223,4312,4578,4772,4685,4888,5112,5202,5842,6077,6563,6812,7337,7357,7240,7057,6724,6656,6548,6228,4673,5890,5335,5169,4991,4516,4496,4563,4462,4243,4630,4801,4987,5385,5926,6608,7309,8551,8611,8119,4985,5382,6935,6389,7046,6825,5868,4867,5050,5096,4872,4641,4218,4080,3738,3460,3250,3131,2770,2616,2481,2127,1958,1697,1548,1356,1231,858,764,658,560,429,379,252,191,105,68,64,29,24,13,3,4,-,-,-,2,1521,45.6195898910,45.4698641766,18418,19358,19755,19074,19809,23235,28796,35803,30829,25901,22394,27707,37575,32577,25753,20137,14248,8686,4071,1356,198,7,2,57531,271123,107035,48705,14320,207,13.2046023654,62.2285621166,24.5668355180,11.1788454609,3.2867481162,0.0475109539
147,"01","28000","a","danjo.0000","0","兵庫県",5588133,46183,46359,48174,47910,47596,47376,49484,50771,51947,52928,53869,54181,55164,53887,53448,54379,54156,53317,53707,53151,53660,54042,55069,55318,56021,58136,60129,61105,60362,61620,64505,66219,70365,72850,77181,82731,87472,89844,87770,86140,83945,82420,80206,79025,61836,77121,71941,70346,68083,65360,65782,67403,65136,62074,66065,67953,68122,73419,76632,83100,88561,102657,102337,97479,59190,65183,79179,75024,79064,77071,65196,56699,60007,61466,62274,57269,51981,52615,50308,47008,41660,40174,36968,33651,31827,26746,22671,19490,17288,14507,13148,8677,7749,6564,5443,4112,3266,2358,1773,1152,798,469,294,157,92,49,27,21,6,4,1,31928,44.8521065187,45.0278069527,236222,252506,270549,268710,274110,301352,351120,433957,387432,352851,326460,369226,450224,375521,305642,259181,184280,100702,41581,12661,1810,107,1,759277,3515442,1281486,600323,156862,1918,13.6653885161,63.2705596716,23.0640518123,10.8045509480,2.8231859696,0.0345199646
148,"01","28000","a","danjo.0001","1","　男",2673328,23561,23505,24648,24719,24359,24254,25346,26136,26522,27075,27530,27615,28153,27384,27347,27897,27849,27342,27099,26052,26193,26369,26911,27021,27584,28720,29343,29855,29308,30270,31400,32282,34191,35417,37641,40568,42959,44071,43213,42163,41037,40405,39356,38723,30239,37449,34992,34241,33159,31892,31774,32382,31405,30213,32188,33105,33089,35485,37255,40175,42974,49795,49633,47158,28607,30898,37715,35911,37587,36600,30893,26713,27734,28169,28158,25513,22945,22797,21667,19501,17256,16000,14579,12883,11788,9346,7500,5678,4660,3638,3138,1965,1696,1390,1111,800,603,418,316,191,119,55,30,23,10,3,2,4,1,1,-,18720,43.4046446782,43.4295638251,120792,129333,138029,136239,134078,147496,170931,212974,189760,171733,157962,179109,218167,178711,141667,112423,72506,30822,9300,2328,237,11,-,388154,1718449,548005,227627,42698,248,14.6218952101,64.7345672129,20.6435375769,8.5747876899,1.6084484037,0.0093422456
149,"01","28000","a","danjo.0002","1","　女",2914805,22622,22854,23526,23191,23237,23122,24138,24635,25425,25853,26339,26566,27011,26503,26101,26482,26307,25975,26608,27099,27467,27673,28158,28297,28437,29416,30786,31250,31054,31350,33105,33937,36174,37433,39540,42163,44513,45773,44557,43977,42908,42015,40850,40302,31597,39672,36949,36105,34924,33468,34008,35021,33731,31861,33877,34848,35033,37934,39377,42925,45587,52862,52704,50321,30583,34285,41464,39113,41477,40471,34303,29986,32273,33297,34116,31756,29036,29818,28641,27507,24404,24174,22389,20768,20039,17400,15171,13812,12628,10869,10010,6712,6053,5174,4332,3312,2663,1940,1457,961,679,414,264,134,82,46,25,17,5,3,1,13208,46.1763578815,46.4005656445,115430,123173,132520,132471,140032,153856,180189,220983,197672,181118,168498,190117,232057,196810,163975,146758,111774,69880,32281,10333,1573,96,1,371123,1796993,733481,372696,114164,1670,12.7903013410,61.9311710069,25.2785276522,12.8445128665,3.9345229541,0.0575545122
150,"01","28100","1","danjo.0000","0","神戸市",1544200,12400,12258,12533,12490,12483,12356,12579,13200,13300,13284,13667,13751,13816,13494,13352,13859,13806,13856,15342,16396,17023,16714,16966,16632,16634,17236,17566,17635,17202,17459,18120,18488,19598,20273,21096,22949,24069,24578,23907,23436,22843,22628,21884,21228,17235,21230,19938,19513,18916,18448,18517,18871,18440,17257,18173,18544,18748,20101,20993,22727,24157,28428,28191,26960,16149,17902,21746,20633,21723,21224,18419,15839,16690,17135,17171,16579,14744,15035,14165,12999,11643,11303,10224,9267,8583,7117,6053,5070,4707,3702,3401,2273,1987,1614,1393,1051,916,598,473,327,214,113,85,49,23,14,7,5,1,1,-,14060,45.0348223038,45.1624587847,62164,64719,68080,73259,83969,87098,97575,118939,105818,98045,91258,101113,123885,103228,85254,73522,51020,26649,10668,3365,484,28,-,194963,980959,354218,165736,41194,512,12.7415138484,64.1091011280,23.1493850236,10.8314271897,2.6921719581,0.0334609905
151,"01","28100","1","danjo.0001","1","　男",731114,6269,6252,6441,6489,6411,6249,6423,6767,6759,6855,6892,7002,7076,6907,6865,7140,7222,7053,7697,7980,8433,8095,8228,7907,8011,8404,8385,8383,8034,8381,8504,8880,9169,9661,10023,10994,11654,11800,11637,11309,11009,10949,10678,10207,8267,10241,9524,9278,9101,8927,8760,8991,8759,8178,8681,8964,9040,9661,10193,10977,11641,13725,13550,13119,7805,8501,10373,9819,10296,9717,8504,7294,7570,7655,7551,7211,6422,6427,6010,5258,4687,4385,4037,3588,3151,2509,2046,1554,1279,975,814,520,457,338,281,210,183,111,81,50,26,12,5,3,3,2,2,-,-,-,-,8331,43.5955819381,43.5990496718,31862,33053,34742,37092,40674,41587,46237,57394,51110,47071,43369,48835,59840,48706,38574,31328,19848,8363,2410,635,49,4,-,99657,473209,149917,62637,11461,53,13.7879557212,65.4704108979,20.7416333810,8.6660865018,1.5856764755,0.0073327679
